名前,住所,お店の場所,経度,緯度
MEGAドン･キホーテ浦和原山,埼玉県さいたま市緑区原山4-3-3,
MEGAドン・キホーテ蓮田,埼玉県蓮田市東4-5-13,
ドン･キホーテ川越,埼玉県川越市小仙波938-2,
MEGAドン･キホーテ春日部,埼玉県春日部市南中曽根895-1,
ニコパ越谷サンシティ,埼玉県越谷市南越谷1-2876-1,越谷サンシティSC4F,139.7924893,35.8737759
ニコパ草加舎人,埼玉県草加市遊馬町2-1,島忠ホームズ草加舎人店1F,139.7691853,35.8181541
春日部西武,埼玉県春日部市粕壁東2-5-1,西武百貨店春日部店6F
ライフ新座,埼玉県新座市栗原4-12-25,
テックランド坂戸,埼玉県坂戸市八幡1-3-45,
ミスターマックス越谷,埼玉県越谷市越ヶ谷1-16-6,
らんらんらんど東鷲宮,埼玉県久喜市桜田3-2-1,ダイエー東鷲宮店2F
らんらんらんど三芳,埼玉県入間郡三芳町大字藤久保305-1,ダイエー三芳店3F
ハローズガーデン久喜,埼玉県久喜市中央4-9-11,イトーヨーカドー久喜店5F,139.6750512,36.0709076
セガワールド入間,埼玉県入間市東藤沢2-18,,139.4181527,35.8191565
ジョーシン浦和美園イオンモール,埼玉県さいたま市緑区大字大門3710,,139.7312614,35.8911616
ゲオ坂戸,埼玉県坂戸市鎌倉町16-26,
ゲオ東松山,埼玉県東松山市松本町2-1-51,
ドン・キホーテ草加,埼玉県草加市栄町2-8-33,
ラクガキ王国三郷,埼玉県三郷市天神2-22,イトーヨーカドー2階
らんらんらんど上尾,埼玉県上尾市谷津2-1-1,ショーサンプラザ5階,139.5875635,35.9719852
ザ・プライス蕨,埼玉県蕨市塚越1-7-9,
ミスターマックス宇佐,大分県宇佐市大字法鏡寺500,,131.3499055,33.5260906
ミスターマックス中津,大分県中津市大字宮夫191,
FESTAフリーモールわさだ,大分県大分市木上2102,フリーモールわさだ内
FESTAコスモタウン佐伯,大分県佐伯市鶴岡西町2-163,コスモタウン佐伯内,131.8663214,32.9609481
ダイエー日田,大分県日田市南元町14-22,,130.9392991,33.3152334
ユーズランド三光店,大分県中津市三光佐知1032,イオンモール三光2F,131.1935151,33.5584994
セガワールド高城,大分県大分市牧1-161-8,,131.6372613,33.2416803
セガワールド中津,大分県中津市沖代町1-2-16,,131.2020178,33.5911773
らんらんらんど浜田,島根県浜田市周布町イ61-1,トライアル浜田店1F
ペリカン浜田,島根県浜田市港町227-1,
ABCパレード出雲店,島根県出雲市大塚町650-1,ゆめタウン出雲店2F,132.7563232,35.3773475
マエダ本店,青森県むつ市小川町2-4-8,,141.2075697,41.2927026
パロ金木,青森県五所川原市金木町沢部460,金木タウンセンター店1F
らんらんらんど鶴田,青森県北津軽郡鶴田町大字鶴田字中泉245-1,鶴田フットリバーモール店1F,140.4413456,40.7643322
らんらんらんど三春屋,青森県八戸市十三日町13,三春屋5F,141.4887761,40.509281
AUGAPRESTO,青森県青森市新町1-3-7,フェスティバルシティアウガ4階
パロ五所川原,青森県五所川原市大字唐笠柳字藤巻641-1,アクロスプラザ五所川原
パロ黒石,青森県黒石市富士見103-3,アクロスプラザ黒石,140.6018179,40.6666051
パロむつ,青森県むつ市中央2-7-8,
セガ弘前,青森県弘前市末広1-3-3,
スペースタイム25イオン甘木,福岡県朝倉市甘木380,イオン甘木2階
ミスターマックス八幡西,福岡県北九州市八幡西区真名子2-4-1,,130.7286183,33.7842094
ミスターマックス粕屋,福岡県糟屋郡粕屋町大字仲原2714,,130.4471517,33.6097821
ミスターマックス大野城,福岡県大野城市瓦田5-3-1,,130.4800396,33.5370459
ミスターマックス田川バイパス,福岡県田川市大字川宮1699-3,,130.7993814,33.6497088
ミスターマックス飯塚花瀬,福岡県飯塚市横田581-6,,130.6672672,33.6402466
ミスターマックス橋本,福岡県福岡市西区橋本1-10-72,
ミスターマックス吉塚,福岡県福岡市東区馬出6-1-10,,130.4268989,33.608782600000005
ミスターマックス八幡東,福岡県北九州市八幡東区東田1-4-2,
ミスターマックス長住,福岡県福岡市南区長住2-25-25,
アルプラザ武生,福井県越前市府中1-11-2,
らんらんらんど城野,福岡県北九州市小倉南区富士見1-4-1,ダイエー城野店2F
らんらんらんどミスターマックス新宮,福岡県糟屋郡新宮町大字上府898,ミスターマックス新宮店1F,130.4547662,33.7120017
らんらんらんど下大利,福岡県大野城市下大利1-21-1,ダイエー下大利店2F,130.4854999,33.5199573
ペリカン宗像,福岡県宗像市田久2-1-1,ゆめタウン宗像内2F
ビーユー遠賀,福岡県遠賀郡遠賀町松の本1-1-1,ゆめタウン2F
ビーユー行橋,福岡県行橋市西宮市3-8-1,ゆめタウン2F
ピノキオランド水巻,福岡県遠賀郡水巻町頃末南2-13-1,グランモール2F
ふぇすたらんど久留米,福岡県久留米市野中町1411-1,サンリブ久留米店内
ふぇすたらんど田川,福岡県田川市大字川宮1693-1,サンリブ田川店内
ふぇすたらんど古賀,福岡県古賀市天神2-5-1,サンリブ古賀店内
ダイエー下大利,福岡県大野城市下大利1-21-1,,130.4857252,33.5202882
ミスターマックス土井,福岡県福岡市東区青葉7-61-1,,130.4662078,33.6363157
楽市街道箱崎,福岡県福岡市東区箱崎5-1-8,
楽市街道くるめ,福岡県久留米市新合川2-7-10,久留米アミューズメントビル内
楽市楽座イオンモール福岡,福岡県糟屋郡粕屋町大字酒殿字老ノ木192-1,イオンモール福岡店2階,130.4804371,33.5965614
楽市楽座イオンモール筑紫野,福岡県筑紫野市立明寺434-1,イオンモール筑紫野店3階,130.5266046,33.4811128
楽市楽座イオンモール大牟田,福岡県大牟田市岬町3-4,イオンモール大牟田店2階,130.4284229,33.0306486
楽市楽座イオンモール福津,福岡県福津市日蒔野6-16-1,イオンモール福津店3階
楽市楽座イオンモール福岡伊都,福岡県福岡市西区北原1-3-1,イオンモール福岡伊都店別館
楽市楽座穂波,福岡県飯塚市若菜260-1,
楽市楽座イオン小郡,福岡県小郡市大保110,イオン小郡ショッピングセンター内,130.5646627,33.4088687
楽市楽座砂津,福岡県北九州市小倉北区砂津3-1-1,チャチャタウン小倉店B棟3階
楽市楽座210トリアス,福岡県糟屋郡久山町大字山田990,
楽市楽座サンリブシティ小倉,福岡県北九州市小倉南区上葛原2-14-1,サンリブシティ小倉店2階,130.9081046,33.8383864
ビックカメラ天神 2号館,福岡県福岡市中央区天神2-4-5,トイズコーナー
らんらんらんどキッズパーク,福岡県福岡市博多区住吉1-2-22,キャナルシティOPAB1F
タイトーステーション福岡天神店,福岡県福岡市中央区天神2-6-35,サザンクロスビル
タイトーステーションヨドバシ博多店,福岡県福岡市博多区博多駅中央街6-12,,130.4216776,33.5883536
タイトーステーションリバーウォーク店,福岡県北九州市小倉北区室町1-1-1,
らんらんらんど盛岡南,岩手県盛岡市津志田西2-17-50,盛岡南ショッピングセンターサンサ店1F,141.148298,39.662272
イオンスーパーセンター釜石,岩手県釜石市港町2-1-1,,141.882648,39.2708708
イオンスーパーセンター盛岡渋民,岩手県盛岡市玉山区渋民字鶴飼20-1,,141.1728109,39.84969550000001
イオンスーパーセンター金ヶ崎,岩手県胆沢郡金ヶ崎町三ケ尻荒巻165,
イオンスーパーセンター水沢桜屋敷,岩手県奥州市水沢区字桜屋敷西28-10,,141.1251865,39.1246223
アピナ伊那,長野県伊那市西町5093,,137.950297,35.8326387
アピナ佐久インター,長野県佐久市岩村田北1-13-1,,138.4823689,36.2844314
アピナ上田,長野県上田市秋和359-1,,138.2228832,36.4158613
らんらんらんど長野若里,長野県長野市若里3-22-1,ケーズタウン若里2階
パロ佐久,長野県佐久市岩村田6-2,ステーションパーク佐久,138.4870261,36.2891772
アピナ塩尻店,長野県塩尻市広丘野村1794-1,
アピナ富山南店,富山県富山市堀川町355-3,マイプラザ内
らんらんらんど氷見,富山県氷見市幸町9-78,ハッピータウン氷見店2F,136.9822063,36.8576392
ユーズランド高岡店,富山県高岡市下伏間江383,イオンモール高岡2F
アピナ富山新庄店,富山県富山市荒川3-2-12,,137.2481247,36.6952451
らんらんらんど篠山,兵庫県篠山市杉265-1,バザールタウン2階,135.1839724,35.063549
テックランドNew松山問屋町本店,愛媛県松山市問屋町9,?30,132.7499119,33.8644974
ポップンパーク東石井,愛媛県松山市東石井6-16-39,,132.7778223,33.8130101
フジグラン西条,愛媛県西条市新田字北新田235,,133.1826556,33.9249803
フジグラン今治,愛媛県今治市東門町5-13-1,
フジグラン新居浜,愛媛県新居浜市新須賀町2-10-7,,133.2834274,33.9675443
フジグラン重信,愛媛県東温市野田3-1-13,
フジグラン伊予,愛媛県伊予市米湊字安広 728-3,,132.7052529,33.7571576
フジグラン北浜,愛媛県八幡浜市北浜1-4-33,
フジグラン北宇和島,愛媛県宇和島市伊吹町甲912-2,
らんらんらんど三津,愛媛県松山市三津3-5-40,ピコア21三津店1F
らんらんらんど宇和,愛媛県西予市宇和町卯之町5-390,ショッパーズ宇和店1F
ふぇすたらんど川之江,愛媛県四国中央市妻鳥町上樋ノ上1795-1,イオン川之江店内,133.5732314,33.9866013
アミパラ松山店,愛媛県松山市生石町655-1,
ポップンパーク若水,愛媛県新居浜市若水町2-6-5,
ポップンパーク三島,愛媛県四国中央市寒川町35-5,,133.5249536,33.9723501
ハローズ今治店,愛媛県今治市土橋町1-4-26,
キッズワールドメリーゴーランド松山,愛媛県東温市奈良1125,クールスモール2階,132.8807339,33.7904387
ドン･キホーテ秋田,秋田県秋田市旭北錦町4-58,
セガワールド秋田,秋田県秋田市茨島1-1-16,,140.1046402,39.7041723
PRESTOユザワプラザ,秋田県湯沢市材木町2-1-18,ユザワプラザ2階,140.4882254,39.1616222
イオンスーパーセンター横手南,秋田県横手市婦気大堤字中田4-1,,140.55234250000004,39.2950974
イオンスーパーセンター美郷,秋田県仙北郡美郷町南町字南高野34,
イオンスーパーセンター大館,秋田県大館市字大田面238,,140.5766482,40.2860581
ライフ千川駅前店,東京都豊島区要町3-45-4,,139.688375,35.7395194
ライフ篠崎店,東京都江戸川区篠崎町7-27-1,
ライフ府中中河原店,東京都府中市住吉町1-84-1,
ユーズランド日の出店,東京都西多摩郡日の出町大字平井字三吉野桜木237-3,イオンモール日の出3F,139.2751158,35.7346928
東急本店,東京都渋谷区道玄坂2-24-1,東急百貨店本店6F,139.6960602,35.6606455
東急百貨店 吉祥寺店 6F玩具売場,東京都武蔵野市吉祥寺本町2-3-1,東急百貨店吉祥寺店6F
ドラマ日野南平,東京都日野市南平3-19-21,
ドラマめじろ台,東京都八王子市椚田町553-17,
ドラマ楢原,東京都八王子市楢原町317-1,
タイトーステーション町田店,東京都町田市原町田6-21-23,,139.4484968,35.5426892
タイトーステーション多摩センター店,東京都多摩市落合1-45-1,
ハロータイトー八王子みなみ野店,東京都八王子市みなみ野1-8-1,BOOKOFF内タイトー,139.327883,35.6313129
タイトーステーション新宿南口ゲームワールド店,東京都新宿区新宿3-35-8,
Hey,東京都千代田区外神田1-10-5,,139.7710677,35.6990341
タイトーステーションBIGBOX高田馬場店,東京都新宿区高田馬場1-35-3,
タイトーステーション新宿東口店,東京都新宿区新宿3-22-7,指田ビル,139.7015039,35.6932791
CLUBSEGA新宿西口,東京都新宿区西新宿1-125,
ハイテクランドセガシブヤ,東京都渋谷区渋谷1-14-14,EST1階,139.702811,35.6600829
CLUBSEGA自由ヶ丘,東京都目黒区自由ヶ丘2-10-9,
池袋GIGO,東京都豊島区東池袋1-21-1,
CLUBSEGA秋葉原新館,東京都千代田区外神田1-11-11,外神田1丁目ビルディング,139.7710773,35.6991976
秋葉原GIGO,東京都千代田区外神田1-15-1,
キッズトレイン成績桜ヶ丘,東京都多摩市関戸1-10-1,京王聖蹟桜ヶ丘ショッピングセンターA館8F,139.4472748,35.6510798
キデイランドヴィーナスフォート,東京都江東区青海1-3-15,ヴィーナスフォート2F,139.7807075,35.6253061
ライフ毛呂山店,埼玉県入間郡毛呂山町岩井西3-12-34,
ゲームシティ川口,埼玉県川口市埼玉県川口市栄町1-10-5,
ゲームシティプラス川越,埼玉県川越市埼玉県川越市泉町1-1,ウニクス南古谷シネマ棟1F,139.5153778,35.9037816
そごう大宮店 5F玩具売場,埼玉県さいたま市大宮区桜木町1-6-2,そごう大宮店5F
楽市楽座イオンモール川口前川,埼玉県川口市前川1-1-11,イオンモール川口前川店3階,139.707396,35.8342989
らんらんらんど東大宮,埼玉県さいたま市見沼区春野2-8,パトリア東大宮店3F,139.6595738,35.9567803
らんらんらんど北本,埼玉県北本市中央4-63,ダイエー北本店3F,139.5312881,36.0335077
タイトーステーション大宮店,埼玉県さいたま市大宮区大門町1-1,,139.6252581,35.90735
SOYU GameField 熊谷店,埼玉県熊谷市埼玉県熊谷市銀座2-245,ショッピングセンターニットーモール4F,139.3938024,36.138745
イトーヨーカドー三郷,埼玉県三郷市天神2-22,
ドラマ星が丘,神奈川県相模原市中央区星ヶ丘3-7-7,,139.3720584,35.5579888
ドラマ淵野辺,神奈川県相模原市中央区共和4-2-16,
タイトーステーション海老名ビナウォーク店,神奈川県海老名市中央1-18-1,,139.3955625,35.4525754
タイトーステーション小田原シティーモールクレッセ店,神奈川県小田原市前川120,小田原シティモールクレッセ内2F
